sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
574,9.022 155 762,"main","syscall","name=uart_poll_out",295638,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6406,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 01 
575,9.022 216 797,"main","syscall","Returns after 61.035 us",295640,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6424,5,1C 02 A2 01 02 
576,9.022 216 797,"main","syscall","name=uart_poll_out",295640,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6429,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
577,9.022 308 350,"main","syscall","Returns after 91.553 us",295643,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6447,5,1C 02 A2 01 03 
578,9.022 308 350,"main","syscall","name=uart_poll_out",295643,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6452,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
579,9.022 399 902,"main","syscall","Returns after 91.553 us",295646,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6470,5,1C 02 A2 01 03 
580,9.022 399 902,"main","syscall","name=uart_poll_out",295646,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6475,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
581,9.022 491 455,"main","syscall","Returns after 91.553 us",295649,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6493,5,1C 02 A2 01 03 
582,9.022 491 455,"main","syscall","name=uart_poll_out",295649,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6498,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
583,9.022 583 008,"main","syscall","Returns after 91.553 us",295652,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6516,5,1C 02 A2 01 03 
584,9.022 583 008,"main","syscall","name=uart_poll_out",295652,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6521,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
585,9.022 674 561,"main","syscall","Returns after 91.553 us",295655,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6539,5,1C 02 A2 01 03 
586,9.022 674 561,"main","syscall","name=uart_poll_out",295655,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6544,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
587,9.022 735 596,"main","syscall","Returns after 61.035 us",295657,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6562,5,1C 02 A2 01 02 
588,9.022 766 113,"main","syscall","name=uart_poll_out",295658,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6567,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 01 
589,9.022 827 148,"main","syscall","Returns after 61.035 us",295660,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6585,5,1C 02 A2 01 02 
590,9.022 827 148,"main","syscall","name=uart_poll_out",295660,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6590,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
591,9.022 918 701,"main","syscall","Returns after 91.553 us",295663,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6608,5,1C 02 A2 01 03 
592,9.022 918 701,"main","syscall","name=uart_poll_out",295663,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6613,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
593,9.023 010 254,"main","syscall","Returns after 91.553 us",295666,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6631,5,1C 02 A2 01 03 
594,9.023 010 254,"main","syscall","name=uart_poll_out",295666,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6636,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
595,9.023 101 807,"main","syscall","Returns after 91.553 us",295669,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6654,5,1C 02 A2 01 03 
596,9.023 101 807,"main","syscall","name=uart_poll_out",295669,0x0000000800001910,0x0000000800001910,0x0000000800001910,162,6659,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
597,9.023 193 359,"main","syscall","Returns after 91.553 us",295672,0x0000000800001910,0x0000000800001910,0x0000000800001910,28,6677,5,1C 02 A2 01 03 
