sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
603,9.003 723 145,"main","k_busy_wait","Returns after 0.000 us",295034,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3714,4,1C 01 22 00 
604,9.003 723 145,"main","k_busy_wait","Timeout=1 us",295034,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3718,4,22 01 01 00 
605,9.003 723 145,"main","k_busy_wait","Returns after 0.000 us",295034,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3722,4,1C 01 22 00 
606,9.003 723 145,"main","k_busy_wait","Timeout=1 us",295034,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3726,4,22 01 01 00 
607,9.003 753 662,"main","k_busy_wait","Returns after 0.000 us",295035,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3730,4,1C 01 22 01 
608,9.003 753 662,"main","k_busy_wait","Timeout=1 us",295035,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3734,4,22 01 01 00 
609,9.003 753 662,"main","k_busy_wait","Returns after 0.000 us",295035,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3738,4,1C 01 22 00 
610,9.003 753 662,"main","syscall","Returns after 61.035 us",295035,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3742,5,1C 02 A2 01 00 
611,9.003 753 662,"main","syscall","name=uart_poll_out",295035,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,162,3747,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
612,9.003 784 180,"main","k_busy_wait","Timeout=1 us",295036,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3765,4,22 01 01 01 
613,9.003 784 180,"main","k_busy_wait","Returns after 0.000 us",295036,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3769,4,1C 01 22 00 
614,9.003 784 180,"main","k_busy_wait","Timeout=1 us",295036,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3773,4,22 01 01 00 
615,9.003 784 180,"main","k_busy_wait","Returns after 0.000 us",295036,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3777,4,1C 01 22 00 
616,9.003 784 180,"main","k_busy_wait","Timeout=1 us",295036,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3781,4,22 01 01 00 
617,9.003 784 180,"main","k_busy_wait","Returns after 0.000 us",295036,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3785,4,1C 01 22 00 
618,9.003 814 697,"main","k_busy_wait","Timeout=1 us",295037,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3789,4,22 01 01 01 
619,9.003 814 697,"main","k_busy_wait","Returns after 0.000 us",295037,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3793,4,1C 01 22 00 
620,9.003 814 697,"main","k_busy_wait","Timeout=1 us",295037,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3797,4,22 01 01 00 
621,9.003 814 697,"main","k_busy_wait","Returns after 0.000 us",295037,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3801,4,1C 01 22 00 
622,9.003 814 697,"main","k_busy_wait","Timeout=1 us",295037,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3805,4,22 01 01 00 
623,9.003 814 697,"main","k_busy_wait","Returns after 0.000 us",295037,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3809,4,1C 01 22 00 
624,9.003 845 215,"main","k_busy_wait","Timeout=1 us",295038,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3813,4,22 01 01 01 
625,9.003 845 215,"main","k_busy_wait","Returns after 0.000 us",295038,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3817,4,1C 01 22 00 
626,9.003 845 215,"main","k_busy_wait","Timeout=1 us",295038,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3821,4,22 01 01 00 
627,9.003 845 215,"main","k_busy_wait","Returns after 0.000 us",295038,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3825,4,1C 01 22 00 
628,9.003 845 215,"main","syscall","Returns after 91.553 us",295038,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3829,5,1C 02 A2 01 00 
629,9.003 875 732,"main","syscall","name=uart_poll_out",295039,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,162,3834,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 01 
630,9.003 875 732,"main","k_busy_wait","Timeout=1 us",295039,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3852,4,22 01 01 00 
631,9.003 875 732,"main","k_busy_wait","Returns after 0.000 us",295039,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3856,4,1C 01 22 00 
632,9.003 875 732,"main","k_busy_wait","Timeout=1 us",295039,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3860,4,22 01 01 00 
633,9.003 875 732,"main","k_busy_wait","Returns after 0.000 us",295039,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3864,4,1C 01 22 00 
634,9.003 875 732,"main","k_busy_wait","Timeout=1 us",295039,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3868,4,22 01 01 00 
635,9.003 906 250,"main","k_busy_wait","Returns after 0.000 us",295040,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3872,4,1C 01 22 01 
636,9.003 906 250,"main","k_busy_wait","Timeout=1 us",295040,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3876,4,22 01 01 00 
637,9.003 906 250,"main","k_busy_wait","Returns after 0.000 us",295040,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3880,4,1C 01 22 00 
638,9.003 906 250,"main","k_busy_wait","Timeout=1 us",295040,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3884,4,22 01 01 00 
639,9.003 906 250,"main","k_busy_wait","Returns after 0.000 us",295040,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3888,4,1C 01 22 00 
640,9.003 906 250,"main","k_busy_wait","Timeout=1 us",295040,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3892,4,22 01 01 00 
641,9.003 936 768,"main","k_busy_wait","Returns after 0.000 us",295041,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3896,4,1C 01 22 01 
642,9.003 936 768,"main","k_busy_wait","Timeout=1 us",295041,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3900,4,22 01 01 00 
643,9.003 936 768,"main","k_busy_wait","Returns after 0.000 us",295041,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3904,4,1C 01 22 00 
644,9.003 936 768,"main","k_busy_wait","Timeout=1 us",295041,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3908,4,22 01 01 00 
645,9.003 936 768,"main","k_busy_wait","Returns after 0.000 us",295041,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3912,4,1C 01 22 00 
646,9.003 967 285,"main","syscall","Returns after 91.553 us",295042,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3916,5,1C 02 A2 01 01 
647,9.003 967 285,"main","syscall","name=uart_poll_out",295042,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,162,3921,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
648,9.003 967 285,"main","k_busy_wait","Timeout=1 us",295042,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3939,4,22 01 01 00 
649,9.003 967 285,"main","k_busy_wait","Returns after 0.000 us",295042,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3943,4,1C 01 22 00 
650,9.003 967 285,"main","k_busy_wait","Timeout=1 us",295042,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3947,4,22 01 01 00 
651,9.003 967 285,"main","k_busy_wait","Returns after 0.000 us",295042,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3951,4,1C 01 22 00 
652,9.003 997 803,"main","k_busy_wait","Timeout=1 us",295043,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3955,4,22 01 01 01 
653,9.003 997 803,"main","k_busy_wait","Returns after 0.000 us",295043,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3959,4,1C 01 22 00 
654,9.003 997 803,"main","k_busy_wait","Timeout=1 us",295043,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3963,4,22 01 01 00 
655,9.003 997 803,"main","k_busy_wait","Returns after 0.000 us",295043,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3967,4,1C 01 22 00 
656,9.003 997 803,"main","k_busy_wait","Timeout=1 us",295043,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3971,4,22 01 01 00 
657,9.003 997 803,"main","k_busy_wait","Returns after 0.000 us",295043,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3975,4,1C 01 22 00 
658,9.004 028 320,"main","k_busy_wait","Timeout=1 us",295044,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3979,4,22 01 01 01 
659,9.004 028 320,"main","k_busy_wait","Returns after 0.000 us",295044,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3983,4,1C 01 22 00 
660,9.004 028 320,"main","k_busy_wait","Timeout=1 us",295044,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,3987,4,22 01 01 00 
661,9.004 028 320,"main","k_busy_wait","Returns after 0.000 us",295044,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3991,4,1C 01 22 00 
662,9.004 028 320,"main","syscall","Returns after 61.035 us",295044,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,3995,5,1C 02 A2 01 00 
663,9.004 058 838,"main","syscall","name=uart_poll_out",295045,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,162,4000,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 01 
664,9.004 058 838,"main","k_busy_wait","Timeout=1 us",295045,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4018,4,22 01 01 00 
665,9.004 058 838,"main","k_busy_wait","Returns after 0.000 us",295045,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4022,4,1C 01 22 00 
666,9.004 058 838,"main","k_busy_wait","Timeout=1 us",295045,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4026,4,22 01 01 00 
667,9.004 058 838,"main","k_busy_wait","Returns after 0.000 us",295045,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4030,4,1C 01 22 00 
668,9.004 058 838,"main","k_busy_wait","Timeout=1 us",295045,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4034,4,22 01 01 00 
669,9.004 089 355,"main","k_busy_wait","Returns after 0.000 us",295046,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4038,4,1C 01 22 01 
670,9.004 089 355,"main","k_busy_wait","Timeout=1 us",295046,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4042,4,22 01 01 00 
671,9.004 089 355,"main","k_busy_wait","Returns after 0.000 us",295046,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4046,4,1C 01 22 00 
672,9.004 089 355,"main","k_busy_wait","Timeout=1 us",295046,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4050,4,22 01 01 00 
673,9.004 089 355,"main","k_busy_wait","Returns after 0.000 us",295046,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4054,4,1C 01 22 00 
674,9.004 089 355,"main","k_busy_wait","Timeout=1 us",295046,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4058,4,22 01 01 00 
675,9.004 119 873,"main","k_busy_wait","Returns after 0.000 us",295047,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4062,4,1C 01 22 01 
676,9.004 119 873,"main","k_busy_wait","Timeout=1 us",295047,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4066,4,22 01 01 00 
677,9.004 119 873,"main","k_busy_wait","Returns after 0.000 us",295047,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4070,4,1C 01 22 00 
678,9.004 119 873,"main","k_busy_wait","Timeout=1 us",295047,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4074,4,22 01 01 00 
679,9.004 119 873,"main","k_busy_wait","Returns after 0.000 us",295047,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4078,4,1C 01 22 00 
680,9.004 150 391,"main","syscall","Returns after 91.553 us",295048,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4082,5,1C 02 A2 01 01 
681,9.004 150 391,"main","syscall","name=uart_poll_out",295048,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,162,4087,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
682,9.004 150 391,"main","k_busy_wait","Timeout=1 us",295048,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4105,4,22 01 01 00 
683,9.004 150 391,"main","k_busy_wait","Returns after 0.000 us",295048,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4109,4,1C 01 22 00 
684,9.004 150 391,"main","k_busy_wait","Timeout=1 us",295048,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4113,4,22 01 01 00 
685,9.004 150 391,"main","k_busy_wait","Returns after 0.000 us",295048,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4117,4,1C 01 22 00 
686,9.004 180 908,"main","k_busy_wait","Timeout=1 us",295049,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4121,4,22 01 01 01 
687,9.004 180 908,"main","k_busy_wait","Returns after 0.000 us",295049,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4125,4,1C 01 22 00 
688,9.004 180 908,"main","k_busy_wait","Timeout=1 us",295049,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4129,4,22 01 01 00 
689,9.004 180 908,"main","k_busy_wait","Returns after 0.000 us",295049,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4133,4,1C 01 22 00 
690,9.004 180 908,"main","k_busy_wait","Timeout=1 us",295049,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4137,4,22 01 01 00 
691,9.004 180 908,"main","k_busy_wait","Returns after 0.000 us",295049,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4141,4,1C 01 22 00 
692,9.004 211 426,"main","k_busy_wait","Timeout=1 us",295050,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4145,4,22 01 01 01 
693,9.004 211 426,"main","k_busy_wait","Returns after 0.000 us",295050,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4149,4,1C 01 22 00 
694,9.004 211 426,"main","k_busy_wait","Timeout=1 us",295050,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4153,4,22 01 01 00 
695,9.004 211 426,"main","k_busy_wait","Returns after 0.000 us",295050,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4157,4,1C 01 22 00 
696,9.004 211 426,"main","k_busy_wait","Timeout=1 us",295050,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4161,4,22 01 01 00 
697,9.004 211 426,"main","k_busy_wait","Returns after 0.000 us",295050,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4165,4,1C 01 22 00 
698,9.004 241 943,"main","syscall","Returns after 91.553 us",295051,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4169,5,1C 02 A2 01 01 
699,9.004 241 943,"main","syscall","name=uart_poll_out",295051,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,162,4174,18,A2 01 0E 0D 75 61 72 74 5F 70 6F 6C 6C 5F 6F 75 74 00 
700,9.004 241 943,"main","k_busy_wait","Timeout=1 us",295051,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4192,4,22 01 01 00 
701,9.004 241 943,"main","k_busy_wait","Returns after 0.000 us",295051,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4196,4,1C 01 22 00 
702,9.004 241 943,"main","k_busy_wait","Timeout=1 us",295051,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4200,4,22 01 01 00 
703,9.004 272 461,"main","k_busy_wait","Returns after 0.000 us",295052,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4204,4,1C 01 22 01 
704,9.004 272 461,"main","k_busy_wait","Timeout=1 us",295052,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4208,4,22 01 01 00 
705,9.004 272 461,"main","k_busy_wait","Returns after 0.000 us",295052,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4212,4,1C 01 22 00 
706,9.004 272 461,"main","k_busy_wait","Timeout=1 us",295052,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4216,4,22 01 01 00 
707,9.004 272 461,"main","k_busy_wait","Returns after 0.000 us",295052,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4220,4,1C 01 22 00 
708,9.004 272 461,"main","k_busy_wait","Timeout=1 us",295052,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4224,4,22 01 01 00 
709,9.004 302 979,"main","k_busy_wait","Returns after 0.000 us",295053,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4228,4,1C 01 22 01 
710,9.004 302 979,"main","k_busy_wait","Timeout=1 us",295053,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4232,4,22 01 01 00 
711,9.004 302 979,"main","k_busy_wait","Returns after 0.000 us",295053,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4236,4,1C 01 22 00 
712,9.004 302 979,"main","k_busy_wait","Timeout=1 us",295053,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4240,4,22 01 01 00 
713,9.004 302 979,"main","k_busy_wait","Returns after 0.000 us",295053,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4244,4,1C 01 22 00 
714,9.004 302 979,"main","k_busy_wait","Timeout=1 us",295053,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,34,4248,4,22 01 01 00 
715,9.004 333 496,"main","k_busy_wait","Returns after 30.518 us",295054,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4252,4,1C 01 22 01 
716,9.004 333 496,"main","syscall","Returns after 91.553 us",295054,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4256,5,1C 02 A2 01 00 
717,9.004 333 496,"main","k_sem_give","sem=0x20005904",295054,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,41,4261,8,29 05 84 B2 81 80 02 00 
718,9.004 333 496,"main","k_sem_give","Returns after 0.000 us",295054,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4269,4,1C 01 29 00 
719,9.004 333 496,"main","k_sem_give","sem=0x20005904",295054,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,41,4273,8,29 05 84 B2 81 80 02 00 
720,9.004 333 496,"main","k_sem_give","Returns after 0.000 us",295054,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4281,4,1C 01 29 00 
721,9.004 364 014,"main","k_sem_give","sem=0x20005904",295055,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,41,4285,8,29 05 84 B2 81 80 02 01 
722,9.004 364 014,"main","k_sem_give","Returns after 0.000 us",295055,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4293,4,1C 01 29 00 
723,9.004 364 014,"main","k_sem_give","sem=0x20005904",295055,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,41,4297,8,29 05 84 B2 81 80 02 00 
724,9.004 364 014,"main","k_sem_give","Returns after 0.000 us",295055,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4305,4,1C 01 29 00 
725,9.004 364 014,"main","k_sem_give","sem=0x20005904",295055,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,41,4309,8,29 05 84 B2 81 80 02 00 
726,9.004 364 014,"main","k_sem_give","Returns after 0.000 us",295055,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4317,4,1C 01 29 00 
727,9.004 394 531,"main","k_sem_give","sem=0x20005904",295056,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,41,4321,8,29 05 84 B2 81 80 02 01 
728,9.004 394 531,"main","k_sem_give","Returns after 0.000 us",295056,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4329,4,1C 01 29 00 
729,9.004 394 531,"main","k_mutex_lock","mutex=0x200058E0,",295056,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,39,4333,13,27 0A E0 B1 81 80 02 FF FF FF FF 0F 00 
730,9.004 394 531,"main","k_mutex_lock","Returns ESUCCESS after 0.000 us",295056,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4346,5,1C 02 27 00 00 
731,9.004 394 531,"main","k_mutex_unlock","",295056,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,38,4351,8,26 05 E0 B1 81 80 02 00 
732,9.004 425 049,"main","k_mutex_unlock","Returns ESUCCESS after 30.518 us",295057,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,4359,5,1C 02 26 00 01 
733,9.004 425 049,"main","k_sem_take","sem=0x200058C8, Timeout=FOREVER",295057,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,42,4364,13,2A 0A C8 B1 81 80 02 FF FF FF FF 0F 00 
734,9.004 425 049,"main","Task Block","Reason=24",295057,0x0000000800001C10,0x0000000800001C10,0x0000000400000000,7,4377,5,07 90 38 18 00 
735,9.004 425 049,"Scheduler","Task Stop","",295057,0x0000000400000000,0x0000000400000000,0x0000000400000000,5,4382,2,05 00 
736,9.004 425 049,"Task 0xE0000000","Task Run","Runs for 91.553 us",295057,0x0000000400000000,0x00000008E0000000,0x00000008E0000000,4,4384,7,04 80 80 80 80 0E 00 
737,9.004 455 566,"Task 0xE0000000","k_event_post","event=0x20006528, events=1, events_mask=4294967295",295058,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,165,4391,15,A5 01 0B A8 CA 81 80 02 01 FF FF FF FF 0F 01 
738,9.004 455 566,"Task 0xE0000000","k_event_post","Returns after 0.000 us",295058,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4406,5,1C 02 A5 01 00 
739,9.004 455 566,"Task 0xE0000000","k_sem_take","sem=0x20005904, Timeout=FOREVER",295058,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,42,4411,13,2A 0A 84 B2 81 80 02 FF FF FF FF 0F 00 
740,9.004 455 566,"Task 0xE0000000","k_sem_take","Returns ESUCCESS after 0.000 us",295058,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4424,5,1C 02 2A 00 00 
741,9.004 455 566,"Task 0xE0000000","k_mutex_lock","mutex=0x200058E0,",295058,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,39,4429,13,27 0A E0 B1 81 80 02 FF FF FF FF 0F 00 
742,9.004 486 084,"Task 0xE0000000","k_mutex_lock","Returns ESUCCESS after 30.518 us",295059,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4442,5,1C 02 27 00 01 
743,9.004 486 084,"Task 0xE0000000","k_mutex_unlock","",295059,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,38,4447,8,26 05 E0 B1 81 80 02 00 
744,9.004 486 084,"Task 0xE0000000","k_mutex_unlock","Returns ESUCCESS after 0.000 us",295059,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4455,5,1C 02 26 00 00 
745,9.004 486 084,"Task 0xE0000000","k_sem_take","sem=0x200058C8, Timeout=FOREVER",295059,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,42,4460,13,2A 0A C8 B1 81 80 02 FF FF FF FF 0F 00 
746,9.004 486 084,"Task 0xE0000000","Task Block","Engine, Reason=24",295059,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,7,4473,5,07 B0 2A 18 00 
747,9.004 516 602,"Task 0xE0000000","Task Stop","",295060,0x00000008E0000000,0x00000008E0000000,0x0000000400000000,5,4478,2,05 01 
748,9.004 516 602,"Task 0xE0000000","Task Run","Runs for 61.035 us",295060,0x0000000400000000,0x00000008E0000000,0x00000008E0000000,4,4480,7,04 80 80 80 80 0E 00 
749,9.004 516 602,"Task 0xE0000000","k_event_post","event=0x20006598, events=1, events_mask=4294967295",295060,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,165,4487,15,A5 01 0B 98 CB 81 80 02 01 FF FF FF FF 0F 00 
750,9.004 516 602,"Task 0xE0000000","k_event_post","Returns after 0.000 us",295060,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4502,5,1C 02 A5 01 00 
751,9.004 516 602,"Task 0xE0000000","k_sem_take","sem=0x20005904, Timeout=FOREVER",295060,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,42,4507,13,2A 0A 84 B2 81 80 02 FF FF FF FF 0F 00 
752,9.004 547 119,"Task 0xE0000000","k_sem_take","Returns ESUCCESS after 30.518 us",295061,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4520,5,1C 02 2A 00 01 
753,9.004 547 119,"Task 0xE0000000","k_mutex_lock","mutex=0x200058E0,",295061,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,39,4525,13,27 0A E0 B1 81 80 02 FF FF FF FF 0F 00 
754,9.004 547 119,"Task 0xE0000000","k_mutex_lock","Returns ESUCCESS after 0.000 us",295061,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4538,5,1C 02 27 00 00 
755,9.004 547 119,"Task 0xE0000000","k_mutex_unlock","",295061,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,38,4543,8,26 05 E0 B1 81 80 02 00 
756,9.004 547 119,"Task 0xE0000000","k_mutex_unlock","Returns ESUCCESS after 0.000 us",295061,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4551,5,1C 02 26 00 00 
757,9.004 577 637,"Task 0xE0000000","k_sem_take","sem=0x200058C8, Timeout=FOREVER",295062,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,42,4556,13,2A 0A C8 B1 81 80 02 FF FF FF FF 0F 01 
758,9.004 577 637,"Task 0xE0000000","Task Block","Display, Reason=24",295062,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,7,4569,5,07 F0 2B 18 00 
759,9.004 577 637,"Task 0xE0000000","Task Stop","",295062,0x00000008E0000000,0x00000008E0000000,0x0000000400000000,5,4574,2,05 00 
760,9.004 577 637,"Task 0xE0000000","Task Run","Runs for 61.035 us",295062,0x0000000400000000,0x00000008E0000000,0x00000008E0000000,4,4576,7,04 80 80 80 80 0E 00 
761,9.004 577 637,"Task 0xE0000000","k_event_post","event=0x20006608, events=1, events_mask=4294967295",295062,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,165,4583,15,A5 01 0B 88 CC 81 80 02 01 FF FF FF FF 0F 00 
762,9.004 608 154,"Task 0xE0000000","k_event_post","Returns after 30.518 us",295063,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,28,4598,5,1C 02 A5 01 01 
763,9.004 608 154,"Task 0xE0000000","k_sem_take","sem=0x20005904, Timeout=FOREVER",295063,0x00000008E0000000,0x00000008E0000000,0x00000008E0000000,42,4603,13,2A 0A 84 B2 81 80 02 FF FF FF FF 0F 00 
