sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
0,0.000 000 000,"Idle","Start","",0,0x0000000000000000,0x0000000000000000,0x0000000000000000,10,10,2,0A 00 
1,0.000 000 000,"Idle","Init","Cycle Freq.: 32768, CPU Freq.: 32768, ID Base: 0x20000000, ID Shift: 0",0,0x0000000000000000,0x0000000000000000,0x0000000000000000,24,12,15,18 0C 80 80 02 80 80 02 80 80 80 80 02 00 00 
2,0.000 030 518,"Idle","System Description","N=ZephyrSysView",1,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,27,18,0E 0F 4E 3D 5A 65 70 68 79 72 53 79 73 56 69 65 77 01 
3,0.000 030 518,"Idle","System Description","D=nrf5340dk nordic_nrf arm",1,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,45,29,0E 1A 44 3D 6E 72 66 35 33 34 30 64 6B 20 6E 6F 72 64 69 63 5F 6E 72 66 20 61 72 6D 00 
4,0.000 030 518,"Idle","System Description","O=Zephyr",1,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,74,11,0E 08 4F 3D 5A 65 70 68 79 72 00 
5,0.000 061 035,"Idle","System Description","C=nrf5340/cpuapp",2,0x0000000000000000,0x0000000000000000,0x0000000000000000,14,85,19,0E 10 43 3D 6E 72 66 35 33 34 30 2F 63 70 75 61 70 70 01 
6,0.000 061 035,"Idle","System Time (us)","8284 us",2,0x0000000000000000,0x0000000000000000,0x0000000000000000,13,104,5,0D DC 40 00 00 
7,0.000 061 035,"Idle","Task Info","main (0x00001C10): Priority=0",2,0x0000000000000000,0x0000000000000000,0x0000000000000000,9,109,10,09 90 38 00 04 6D 61 69 6E 00 
8,0.000 061 035,"Idle","Stack Info","main (0x00001C10): 4096 @ 0x20004AC8",2,0x0000000000000000,0x0000000000000000,0x0000000000000000,21,119,12,15 90 38 C8 95 81 80 02 80 20 00 00 
9,0.000 061 035,"Idle","Num Modules","Registered Modules: 0",2,0x0000000000000000,0x0000000000000000,0x0000000000000000,27,131,4,1B 01 00 00 
10,0.000 091 553,"Idle","syscall","name=device_is_ready",3,0x0000000000000000,0x0000000000000000,0x0000000000000000,162,135,20,A2 01 10 0F 64 65 76 69 63 65 5F 69 73 5F 72 65 61 64 79 01 
11,0.000 091 553,"Idle","syscall","Returns after 0.000 us",3,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,155,5,1C 02 A2 01 00 
12,0.000 122 070,"Idle","k_mutex_init","",4,0x0000000000000000,0x0000000000000000,0x0000000000000000,37,160,9,25 06 A4 BB 80 80 02 00 01 
13,0.000 122 070,"Idle","k_mutex_lock","mutex=0x200014D4,",4,0x0000000000000000,0x0000000000000000,0x0000000000000000,39,169,13,27 0A D4 A9 80 80 02 FF FF FF FF 0F 00 
14,0.000 122 070,"Idle","k_mutex_lock","Returns ESUCCESS after 0.000 us",4,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,182,5,1C 02 27 00 00 
15,0.000 152 588,"Idle","k_mutex_unlock","",5,0x0000000000000000,0x0000000000000000,0x0000000000000000,38,187,8,26 05 D4 A9 80 80 02 01 
16,0.000 152 588,"Idle","k_mutex_unlock","Returns ESUCCESS after 0.000 us",5,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,195,5,1C 02 26 00 00 
17,0.000 152 588,"Idle","k_sem_init","sem=0x200058C8, initial_count=0,",5,0x0000000000000000,0x0000000000000000,0x0000000000000000,40,200,9,28 06 C8 B1 81 80 02 00 00 
18,0.000 152 588,"Idle","k_mutex_init","",5,0x0000000000000000,0x0000000000000000,0x0000000000000000,37,209,9,25 06 E0 B1 81 80 02 00 00 
19,0.000 152 588,"Idle","k_sem_init","sem=0x20005904, initial_count=0,",5,0x0000000000000000,0x0000000000000000,0x0000000000000000,40,218,9,28 06 84 B2 81 80 02 00 00 
20,0.000 183 105,"Idle","k_msgq_init","msgq=0x200059A4, buffer=0x200014D4, msg_size=4294967295, max_msgs=0s",6,0x0000000000000000,0x0000000000000000,0x0000000000000000,59,227,8,3B 05 A4 B3 81 80 02 01 
21,0.000 183 105,"Idle","k_mutex_lock","mutex=0x200014D4,",6,0x0000000000000000,0x0000000000000000,0x0000000000000000,39,235,13,27 0A D4 A9 80 80 02 FF FF FF FF 0F 00 
22,0.000 213 623,"Idle","k_mutex_lock","Returns ESUCCESS after 30.518 us",7,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,248,5,1C 02 27 00 01 
23,0.000 213 623,"Idle","k_mutex_unlock","",7,0x0000000000000000,0x0000000000000000,0x0000000000000000,38,253,8,26 05 D4 A9 80 80 02 00 
24,0.000 213 623,"Idle","k_mutex_unlock","Returns ESUCCESS after 0.000 us",7,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,261,5,1C 02 26 00 00 
25,0.000 213 623,"Idle","k_mutex_init","",7,0x0000000000000000,0x0000000000000000,0x0000000000000000,37,266,9,25 06 8C CA 81 80 02 00 00 
26,0.000 213 623,"Idle","k_event_init","event=0x20006528",7,0x0000000000000000,0x0000000000000000,0x0000000000000000,164,275,9,A4 01 05 A8 CA 81 80 02 00 
27,0.000 244 141,"Idle","k_mutex_lock","mutex=0x200014D4,",8,0x0000000000000000,0x0000000000000000,0x0000000000000000,39,284,13,27 0A D4 A9 80 80 02 FF FF FF FF 0F 01 
28,0.000 244 141,"Idle","k_mutex_lock","Returns ESUCCESS after 0.000 us",8,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,297,5,1C 02 27 00 00 
29,0.000 244 141,"Idle","k_mutex_unlock","",8,0x0000000000000000,0x0000000000000000,0x0000000000000000,38,302,8,26 05 D4 A9 80 80 02 00 
30,0.000 244 141,"Idle","k_mutex_unlock","Returns ESUCCESS after 0.000 us",8,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,310,5,1C 02 26 00 00 
31,0.000 274 658,"Idle","k_mutex_init","",9,0x0000000000000000,0x0000000000000000,0x0000000000000000,37,315,9,25 06 FC CA 81 80 02 00 01 
32,0.000 274 658,"Idle","k_event_init","event=0x20006598",9,0x0000000000000000,0x0000000000000000,0x0000000000000000,164,324,9,A4 01 05 98 CB 81 80 02 00 
33,0.000 274 658,"Idle","k_mutex_lock","mutex=0x200014D4,",9,0x0000000000000000,0x0000000000000000,0x0000000000000000,39,333,13,27 0A D4 A9 80 80 02 FF FF FF FF 0F 00 
34,0.000 274 658,"Idle","k_mutex_lock","Returns ESUCCESS after 0.000 us",9,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,346,5,1C 02 27 00 00 
35,0.000 305 176,"Idle","k_mutex_unlock","",10,0x0000000000000000,0x0000000000000000,0x0000000000000000,38,351,8,26 05 D4 A9 80 80 02 01 
36,0.000 305 176,"Idle","k_mutex_unlock","Returns ESUCCESS after 0.000 us",10,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,359,5,1C 02 26 00 00 
37,0.000 305 176,"Idle","k_mutex_init","",10,0x0000000000000000,0x0000000000000000,0x0000000000000000,37,364,9,25 06 EC CB 81 80 02 00 00 
38,0.000 305 176,"Idle","k_event_init","event=0x20006608",10,0x0000000000000000,0x0000000000000000,0x0000000000000000,164,373,9,A4 01 05 88 CC 81 80 02 00 
39,0.000 335 693,"Idle","k_mutex_lock","mutex=0x200014D4,",11,0x0000000000000000,0x0000000000000000,0x0000000000000000,39,382,13,27 0A D4 A9 80 80 02 FF FF FF FF 0F 01 
40,0.000 335 693,"Idle","k_mutex_lock","Returns ESUCCESS after 0.000 us",11,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,395,5,1C 02 27 00 00 
41,0.000 335 693,"Idle","k_mutex_unlock","",11,0x0000000000000000,0x0000000000000000,0x0000000000000000,38,400,8,26 05 D4 A9 80 80 02 00 
42,0.000 335 693,"Idle","k_mutex_unlock","Returns ESUCCESS after 0.000 us",11,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,408,5,1C 02 26 00 00 
43,0.000 335 693,"Idle","k_mutex_init","",11,0x0000000000000000,0x0000000000000000,0x0000000000000000,37,413,9,25 06 DC CC 81 80 02 00 00 
44,0.000 366 211,"Idle","k_event_init","event=0x20006678",12,0x0000000000000000,0x0000000000000000,0x0000000000000000,164,422,9,A4 01 05 F8 CC 81 80 02 01 
45,0.000 366 211,"Idle","k_mutex_lock","mutex=0x200014D4,",12,0x0000000000000000,0x0000000000000000,0x0000000000000000,39,431,13,27 0A D4 A9 80 80 02 FF FF FF FF 0F 00 
46,0.000 366 211,"Idle","k_mutex_lock","Returns ESUCCESS after 0.000 us",12,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,444,5,1C 02 27 00 00 
47,0.000 396 729,"Idle","k_mutex_unlock","",13,0x0000000000000000,0x0000000000000000,0x0000000000000000,38,449,8,26 05 D4 A9 80 80 02 01 
48,0.000 396 729,"Idle","k_mutex_unlock","Returns ESUCCESS after 0.000 us",13,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,457,5,1C 02 26 00 00 
49,0.000 396 729,"Idle","k_mutex_init","",13,0x0000000000000000,0x0000000000000000,0x0000000000000000,37,462,9,25 06 CC CD 81 80 02 00 00 
50,0.000 396 729,"Idle","k_event_init","event=0x200066E8",13,0x0000000000000000,0x0000000000000000,0x0000000000000000,164,471,9,A4 01 05 E8 CD 81 80 02 00 
51,0.000 396 729,"Idle","k_mutex_lock","mutex=0x200014D4,",13,0x0000000000000000,0x0000000000000000,0x0000000000000000,39,480,13,27 0A D4 A9 80 80 02 FF FF FF FF 0F 00 
52,0.000 427 246,"Idle","k_mutex_lock","Returns ESUCCESS after 30.518 us",14,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,493,5,1C 02 27 00 01 
53,0.000 427 246,"Idle","k_mutex_unlock","",14,0x0000000000000000,0x0000000000000000,0x0000000000000000,38,498,8,26 05 D4 A9 80 80 02 00 
54,0.000 427 246,"Idle","k_mutex_unlock","Returns ESUCCESS after 0.000 us",14,0x0000000000000000,0x0000000000000000,0x0000000000000000,28,506,5,1C 02 26 00 00 
55,0.000 427 246,"Idle","k_mutex_init","",14,0x0000000000000000,0x0000000000000000,0x0000000000000000,37,511,9,25 06 BC CE 81 80 02 00 00 
56,0.000 427 246,"Idle","k_event_init","event=0x20006758",14,0x0000000000000000,0x0000000000000000,0x0000000000000000,164,520,9,A4 01 05 D8 CE 81 80 02 00 
57,0.000 457 764,"Idle","k_sleep","msec=9000 ms",15,0x0000000000000000,0x0000000000000000,0x0000000000000000,95,529,5,5F 02 A8 46 01 
58,0.000 488 281,"Idle","Task Stop","",16,0x0000000000000000,0x0000000000000000,0x0000000400000000,5,534,2,05 01 
59,0.000 488 281,"Task 0xE0000000","Task Run","Runs for 0.000 us",16,0x0000000400000000,0x00000008E0000000,0x00000008E0000000,4,536,7,04 80 80 80 80 0E 00 
60,0.000 488 281,"Idle","System Idle","",16,0x00000008E0000000,0x0000001000000000,0x0000001000000000,17,543,2,11 00 
61,9.000 488 281,"ISR 37","ISR Enter","Runs for 91.553 us",294928,0x0000001000000000,0x0000000100000025,0x0000000100000025,2,545,5,02 25 80 80 12 
62,9.000 488 281,"ISR 37","Start","",294928,0x0000000100000025,0x0000000100000025,0x0000000100000025,10,560,2,0A 00 
63,9.000 488 281,"ISR 37","Init","Cycle Freq.: 32768, CPU Freq.: 32768, ID Base: 0x20000000, ID Shift: 0",294928,0x0000000100000025,0x0000000100000025,0x0000000100000025,24,562,15,18 0C 80 80 02 80 80 02 80 80 80 80 02 00 00 
64,9.000 488 281,"ISR 37","System Description","N=ZephyrSysView",294928,0x0000000100000025,0x0000000100000025,0x0000000100000025,14,577,18,0E 0F 4E 3D 5A 65 70 68 79 72 53 79 73 56 69 65 77 00 
65,9.000 518 799,"ISR 37","System Description","D=nrf5340dk nordic_nrf arm",294929,0x0000000100000025,0x0000000100000025,0x0000000100000025,14,595,29,0E 1A 44 3D 6E 72 66 35 33 34 30 64 6B 20 6E 6F 72 64 69 63 5F 6E 72 66 20 61 72 6D 01 
66,9.000 518 799,"ISR 37","System Description","O=Zephyr",294929,0x0000000100000025,0x0000000100000025,0x0000000100000025,14,624,11,0E 08 4F 3D 5A 65 70 68 79 72 00 
67,9.000 518 799,"ISR 37","System Description","C=nrf5340/cpuapp",294929,0x0000000100000025,0x0000000100000025,0x0000000100000025,14,635,19,0E 10 43 3D 6E 72 66 35 33 34 30 2F 63 70 75 61 70 70 00 
68,9.000 518 799,"ISR 37","System Time (us)","303211 us",294929,0x0000000100000025,0x0000000100000025,0x0000000100000025,13,654,6,0D EB C0 12 00 00 
69,9.000 549 316,"ISR 37","Task Info","main (0x00001C10): Priority=0",294930,0x0000000100000025,0x0000000100000025,0x0000000100000025,9,660,10,09 90 38 00 04 6D 61 69 6E 01 
70,9.000 549 316,"ISR 37","Stack Info","main (0x00001C10): 4096 @ 0x20004AC8",294930,0x0000000100000025,0x0000000100000025,0x0000000100000025,21,670,12,15 90 38 C8 95 81 80 02 80 20 00 00 
71,9.000 549 316,"ISR 37","Num Modules","Registered Modules: 0",294930,0x0000000100000025,0x0000000100000025,0x0000000100000025,27,682,4,1B 01 00 00 
72,9.000 549 316,"ISR 37","Task Ready","main, runs after 30.518 us",294930,0x0000000100000025,0x0000000100000025,0x0000000100000025,6,686,4,06 90 38 00 
73,9.000 579 834,"ISR 37","ISR Exit","Returns to Idle",294931,0x0000000100000025,0x0000000100000025,0x0000001000000000,3,690,2,03 01 
74,9.000 579 834,"Idle","Task Stop","",294931,0x0000001000000000,0x0000001000000000,0x0000000400000000,5,692,2,05 00 
75,9.000 579 834,"main","Task Run","Runs for 3.845 ms",294931,0x0000000400000000,0x0000000800001C10,0x0000000800001C10,4,694,4,04 90 38 00 
76,9.000 579 834,"main","k_sleep","Returns 0",294931,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,698,5,1C 02 5F 00 00 
77,9.000 610 352,"main","k_mutex_lock","mutex=0x2000650C,",294932,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,39,703,13,27 0A 8C CA 81 80 02 FF FF FF FF 0F 01 
78,9.000 610 352,"main","k_mutex_lock","Returns ESUCCESS after 0.000 us",294932,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,716,5,1C 02 27 00 00 
79,9.000 610 352,"main","Task Create","T0x20001530E0x200015a0 (0x00001530)",294932,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,8,721,4,08 B0 2A 00 
80,9.000 640 869,"main","Task Info","T0x20001530E0x200015a0 (0x00001530): Priority=7",294933,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,725,28,09 B0 2A 07 16 54 30 78 32 30 30 30 31 35 33 30 45 30 78 32 30 30 30 31 35 61 30 01 
81,9.000 671 387,"main","Stack Info","T0x20001530E0x200015a0 (0x00001530): 536879496 @ 0x00000400, 536879126 Bytes used",294934,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,753,16,15 B0 2A 80 08 88 C3 80 80 02 96 C0 80 80 02 01 
82,9.000 671 387,"main","k_thread_name_set","thread=0x20001530",294934,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,155,769,9,9B 01 05 B0 AA 80 80 02 00 
83,9.000 671 387,"main","Task Info","Engine (0x00001530): Priority=7",294934,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,778,12,09 B0 2A 07 06 45 6E 67 69 6E 65 00 
84,9.000 671 387,"main","Stack Info","Engine (0x00001530): 536879496 @ 0x00000400, 4294967295 Bytes used",294934,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,790,16,15 B0 2A 80 08 88 C3 80 80 02 FF FF FF FF 0F 00 
85,9.000 701 904,"main","k_thread_wakeup","",294935,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,99,806,8,63 05 B0 AA 80 80 02 01 
86,9.000 701 904,"main","Task Ready","Engine, runs after 9.064 s",294935,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,6,814,4,06 B0 2A 00 
87,9.000 701 904,"main","k_mutex_unlock","",294935,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,38,818,8,26 05 8C CA 81 80 02 00 
88,9.000 701 904,"main","k_mutex_unlock","Returns ESUCCESS after 0.000 us",294935,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,826,5,1C 02 26 00 00 
89,9.000 701 904,"main","k_mutex_lock","mutex=0x2000657C,",294935,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,39,831,13,27 0A FC CA 81 80 02 FF FF FF FF 0F 00 
90,9.000 732 422,"main","k_mutex_lock","Returns ESUCCESS after 30.518 us",294936,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,844,5,1C 02 27 00 01 
91,9.000 732 422,"main","Task Create","T0x200015f0E0x20001660 (0x000015F0)",294936,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,8,849,4,08 F0 2B 00 
92,9.000 762 939,"main","Task Info","T0x200015f0E0x20001660 (0x000015F0): Priority=8",294937,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,853,28,09 F0 2B 08 16 54 30 78 32 30 30 30 31 35 66 30 45 30 78 32 30 30 30 31 36 36 30 01 
93,9.000 762 939,"main","Stack Info","T0x200015f0E0x20001660 (0x000015F0): 536880520 @ 0x00000400, 536879126 Bytes used",294937,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,881,16,15 F0 2B 80 08 88 CB 80 80 02 96 C0 80 80 02 00 
94,9.000 793 457,"main","k_thread_name_set","thread=0x200015F0",294938,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,155,897,9,9B 01 05 F0 AB 80 80 02 01 
95,9.000 793 457,"main","Task Info","Display (0x000015F0): Priority=8",294938,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,906,13,09 F0 2B 08 07 44 69 73 70 6C 61 79 00 
96,9.000 793 457,"main","Stack Info","Display (0x000015F0): 536880520 @ 0x00000400, 4294967295 Bytes used",294938,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,919,16,15 F0 2B 80 08 88 CB 80 80 02 FF FF FF FF 0F 00 
97,9.000 793 457,"main","k_thread_wakeup","",294938,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,99,935,8,63 05 F0 AB 80 80 02 00 
98,9.000 793 457,"main","Task Ready","Display, runs after 9.634 s",294938,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,6,943,4,06 F0 2B 00 
99,9.000 823 975,"main","k_mutex_unlock","",294939,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,38,947,8,26 05 FC CA 81 80 02 01 
100,9.000 823 975,"main","k_mutex_unlock","Returns ESUCCESS after 0.000 us",294939,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,955,5,1C 02 26 00 00 
101,9.000 823 975,"main","k_mutex_lock","mutex=0x200065EC,",294939,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,39,960,13,27 0A EC CB 81 80 02 FF FF FF FF 0F 00 
102,9.000 823 975,"main","k_mutex_lock","Returns ESUCCESS after 0.000 us",294939,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,973,5,1C 02 27 00 00 
103,9.000 854 492,"main","Task Create","T0x200016b0E0x20001720 (0x000016B0)",294940,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,8,978,4,08 B0 2D 01 
104,9.000 885 010,"main","Task Info","T0x200016b0E0x20001720 (0x000016B0): Priority=9",294941,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,982,28,09 B0 2D 09 16 54 30 78 32 30 30 30 31 36 62 30 45 30 78 32 30 30 30 31 37 32 30 01 
105,9.000 885 010,"main","Stack Info","T0x200016b0E0x20001720 (0x000016B0): 536881544 @ 0x00000400, 536879126 Bytes used",294941,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,1010,16,15 B0 2D 80 08 88 D3 80 80 02 96 C0 80 80 02 00 
106,9.000 885 010,"main","k_thread_name_set","thread=0x200016B0",294941,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,155,1026,9,9B 01 05 B0 AD 80 80 02 00 
107,9.000 885 010,"main","Task Info","Tire (0x000016B0): Priority=9",294941,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,1035,10,09 B0 2D 09 04 54 69 72 65 00 
108,9.000 915 527,"main","Stack Info","Tire (0x000016B0): 536881544 @ 0x00000400, 4294967295 Bytes used",294942,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,1045,16,15 B0 2D 80 08 88 D3 80 80 02 FF FF FF FF 0F 01 
109,9.000 915 527,"main","k_thread_wakeup","",294942,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,99,1061,8,63 05 B0 AD 80 80 02 00 
110,9.000 915 527,"main","Task Ready","Tire",294942,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,6,1069,4,06 B0 2D 00 
111,9.000 915 527,"main","k_mutex_unlock","",294942,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,38,1073,8,26 05 EC CB 81 80 02 00 
112,9.000 915 527,"main","k_mutex_unlock","Returns ESUCCESS after 0.000 us",294942,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,1081,5,1C 02 26 00 00 
113,9.000 946 045,"main","k_mutex_lock","mutex=0x2000665C,",294943,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,39,1086,13,27 0A DC CC 81 80 02 FF FF FF FF 0F 01 
114,9.000 946 045,"main","k_mutex_lock","Returns ESUCCESS after 0.000 us",294943,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,1099,5,1C 02 27 00 00 
115,9.000 946 045,"main","Task Create","T0x20001770E0x200017e0 (0x00001770)",294943,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,8,1104,4,08 F0 2E 00 
116,9.000 976 563,"main","Task Info","T0x20001770E0x200017e0 (0x00001770): Priority=10",294944,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,1108,28,09 F0 2E 0A 16 54 30 78 32 30 30 30 31 37 37 30 45 30 78 32 30 30 30 31 37 65 30 01 
117,9.000 976 563,"main","Stack Info","T0x20001770E0x200017e0 (0x00001770): 536882568 @ 0x00000400, 536879126 Bytes used",294944,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,1136,16,15 F0 2E 80 08 88 DB 80 80 02 96 C0 80 80 02 00 
118,9.001 007 080,"main","k_thread_name_set","thread=0x20001770",294945,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,155,1152,9,9B 01 05 F0 AE 80 80 02 01 
119,9.001 007 080,"main","Task Info","Rain (0x00001770): Priority=10",294945,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,1161,10,09 F0 2E 0A 04 52 61 69 6E 00 
120,9.001 007 080,"main","Stack Info","Rain (0x00001770): 536882568 @ 0x00000400, 4294967295 Bytes used",294945,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,1171,16,15 F0 2E 80 08 88 DB 80 80 02 FF FF FF FF 0F 00 
121,9.001 007 080,"main","k_thread_wakeup","",294945,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,99,1187,8,63 05 F0 AE 80 80 02 00 
122,9.001 037 598,"main","Task Ready","Rain, runs after 9.064 s",294946,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,6,1195,4,06 F0 2E 01 
123,9.001 037 598,"main","k_mutex_unlock","",294946,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,38,1199,8,26 05 DC CC 81 80 02 00 
124,9.001 037 598,"main","k_mutex_unlock","Returns ESUCCESS after 0.000 us",294946,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,1207,5,1C 02 26 00 00 
125,9.001 037 598,"main","k_mutex_lock","mutex=0x200066CC,",294946,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,39,1212,13,27 0A CC CD 81 80 02 FF FF FF FF 0F 00 
126,9.001 037 598,"main","k_mutex_lock","Returns ESUCCESS after 0.000 us",294946,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,1225,5,1C 02 27 00 00 
127,9.001 068 115,"main","Task Create","T0x20001830E0x200018a0 (0x00001830)",294947,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,8,1230,4,08 B0 30 01 
128,9.001 098 633,"main","Task Info","T0x20001830E0x200018a0 (0x00001830): Priority=12",294948,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,1234,28,09 B0 30 0C 16 54 30 78 32 30 30 30 31 38 33 30 45 30 78 32 30 30 30 31 38 61 30 01 
129,9.001 098 633,"main","Stack Info","T0x20001830E0x200018a0 (0x00001830): 536883592 @ 0x00000400, 536879126 Bytes used",294948,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,1262,16,15 B0 30 80 08 88 E3 80 80 02 96 C0 80 80 02 00 
130,9.001 098 633,"main","k_thread_name_set","thread=0x20001830",294948,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,155,1278,9,9B 01 05 B0 B0 80 80 02 00 
131,9.001 129 150,"main","Task Info","PresenceDet (0x00001830): Priority=12",294949,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,1287,17,09 B0 30 0C 0B 50 72 65 73 65 6E 63 65 44 65 74 01 
132,9.001 129 150,"main","Stack Info","PresenceDet (0x00001830): 536883592 @ 0x00000400, 4294967295 Bytes used",294949,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,1304,16,15 B0 30 80 08 88 E3 80 80 02 FF FF FF FF 0F 00 
133,9.001 129 150,"main","k_thread_wakeup","",294949,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,99,1320,8,63 05 B0 B0 80 80 02 00 
134,9.001 129 150,"main","Task Ready","PresenceDet, runs after 150.421 ms",294949,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,6,1328,4,06 B0 30 00 
135,9.001 129 150,"main","k_mutex_unlock","",294949,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,38,1332,8,26 05 CC CD 81 80 02 00 
136,9.001 159 668,"main","k_mutex_unlock","Returns ESUCCESS after 30.518 us",294950,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,1340,5,1C 02 26 00 01 
137,9.001 159 668,"main","k_mutex_lock","mutex=0x2000673C,",294950,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,39,1345,13,27 0A BC CE 81 80 02 FF FF FF FF 0F 00 
138,9.001 159 668,"main","k_mutex_lock","Returns ESUCCESS after 0.000 us",294950,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,28,1358,5,1C 02 27 00 00 
139,9.001 159 668,"main","Task Create","T0x200018f0E0x20001960 (0x000018F0)",294950,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,8,1363,4,08 F0 31 00 
140,9.001 190 186,"main","Task Info","T0x200018f0E0x20001960 (0x000018F0): Priority=12",294951,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,1367,28,09 F0 31 0C 16 54 30 78 32 30 30 30 31 38 66 30 45 30 78 32 30 30 30 31 39 36 30 01 
141,9.001 220 703,"main","Stack Info","T0x200018f0E0x20001960 (0x000018F0): 536884616 @ 0x00000400, 536879126 Bytes used",294952,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,21,1395,16,15 F0 31 80 08 88 EB 80 80 02 96 C0 80 80 02 01 
142,9.001 220 703,"main","k_thread_name_set","thread=0x200018F0",294952,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,155,1411,9,9B 01 05 F0 B1 80 80 02 00 
143,9.001 220 703,"main","Task Info","SearchPeriph (0x000018F0): Priority=12",294952,0x0000000800001C10,0x0000000800001C10,0x0000000800001C10,9,1420,18,09 F0 31 0C 0C 53 65 61 72 63 68 50 65 72 69 70 68 00 
